Year,Round,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,college_id,branch_id
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,64,64,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,492,783,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1123,1498,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,301,413,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),344,742,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,5629,7430,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),9692,11262,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN (PwD),Gender-Neutral,193,193,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1175,1338,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),2637,2637,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,2780,3506,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),7579,7754,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,1688,2025,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),3101,3101,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1007,1036,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),1498,1498,67d46f0d7ee10606e96d055f,67d46d47e89b5e36d438ab82
2024,5,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2244,4046,67d46f0d7ee10606e96d055f,67d46d4ae89b5e36d438abc4
2024,5,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6334,8833,67d46f0d7ee10606e96d055f,67d46d4ae89b5e36d438abc4
2024,5,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,142,151,67d46f0d7ee10606e96d055f,67d46d4ae89b5e36d438abc4
